ImageFileName,Red_Channel_Distribution,Green_Channel_Distribution,Blue_Channel_Distribution,Uninfected_Edge_Density,Uninfected_MeanBlobSize,Uninfected_MaxBlobSize
C105P66ThinF_IMG_20150924_095130_cell_108.png,142.2592,107.312,102.776,0.1328,1.3333333333333333,2.0
C105P66ThinF_IMG_20150924_095130_cell_148.png,102.9392,72.6688,70.648,0.1392,1.5,2.0
C105P66ThinF_IMG_20150924_095130_cell_23.png,154.1488,113.032,106.9248,0.1296,1.3333333333333333,2.0
C105P66ThinF_IMG_20150924_095130_cell_58.png,127.5856,96.5312,88.7568,0.128,0.0,0.0
C105P66ThinF_IMG_20150924_095130_cell_97.png,160.4176,116.5328,108.5088,0.1296,1.3333333333333333,2.0
C105P66ThinF_IMG_20150924_095633_cell_104.png,147.0512,107.2608,99.8832,0.144,1.0,1.0
C105P66ThinF_IMG_20150924_095633_cell_106.png,95.6256,70.6304,65.4192,0.152,0.0,0.0
C105P66ThinF_IMG_20150924_095633_cell_4.png,157.3456,117.4912,111.712,0.1264,1.5,2.0
C105P66ThinF_IMG_20150924_095633_cell_5.png,151.5072,110.8096,104.0464,0.1488,1.3333333333333333,2.0
C105P66ThinF_IMG_20150924_095633_cell_71.png,158.5696,116.4848,107.8016,0.128,0.0,0.0
C105P66ThinF_IMG_20150924_095633_cell_82.png,155.2512,112.832,106.3392,0.1424,1.0,1.0
C105P66ThinF_IMG_20150924_095716_cell_41.png,154.3584,113.9456,104.456,0.1424,1.0,1.0
C105P66ThinF_IMG_20150924_095716_cell_49.png,157.784,119.296,113.176,0.1264,1.6,2.0
C105P66ThinF_IMG_20150924_095716_cell_56.png,157.688,115.8704,106.96,0.1376,0.0,0.0
C105P66ThinF_IMG_20150924_095716_cell_57.png,155.7248,115.2224,106.016,0.128,1.0,2.0
C105P66ThinF_IMG_20150924_095716_cell_8.png,148.6512,110.3712,102.5376,0.1312,1.5,2.0
C105P66ThinF_IMG_20150924_095913_cell_36.png,157.672,116.1744,106.7344,0.1488,0.0,0.0
C105P66ThinF_IMG_20150924_095913_cell_65.png,150.8512,113.3344,105.8064,0.1408,1.5,2.0
C105P66ThinF_IMG_20150924_095913_cell_84.png,155.8368,112.32,103.984,0.1232,1.0,2.0
C105P66ThinF_IMG_20150924_095913_cell_88.png,152.6192,111.4384,104.7808,0.1344,1.0,1.0
C105P66ThinF_IMG_20150924_095913_cell_98.png,160.9232,123.0432,111.6336,0.1328,1.3333333333333333,2.0
C105P66ThinF_IMG_20150924_100655_cell_33.png,140.792,111.3056,107.7728,0.1488,0.0,0.0
C105P66ThinF_IMG_20150924_100655_cell_64.png,148.8688,117.976,111.152,0.1392,0.0,0.0
C105P66ThinF_IMG_20150924_100655_cell_75.png,153.3408,119.3344,111.7504,0.144,1.0,1.0
C105P66ThinF_IMG_20150924_100655_cell_80.png,126.8272,102.3424,97.2256,0.128,0.0,0.0
C105P66ThinF_IMG_20150924_100655_cell_81.png,141.3504,111.7168,105.8336,0.1408,1.5,2.0
C105P66ThinF_IMG_20150924_100655_cell_93.png,136.2448,114.4272,105.504,0.1424,0.0,0.0
C106P67ThinF_IMG_20150924_102245_cell_149.png,153.2048,115.4144,112.0496,0.1296,1.0,2.0
C106P67ThinF_IMG_20150924_102245_cell_152.png,147.6288,105.904,106.6304,0.1296,1.5,2.0
C106P67ThinF_IMG_20150924_102245_cell_44.png,144.4832,110.4864,110.552,0.1344,1.0,1.0
C106P67ThinF_IMG_20150924_102245_cell_63.png,121.392,88.9936,87.664,0.1392,0.0,0.0
C106P67ThinF_IMG_20150924_102245_cell_64.png,140.0192,102.1328,101.6816,0.1328,0.0,0.0
C106P67ThinF_IMG_20150924_102245_cell_69.png,142.5072,106.3568,106.352,0.1504,0.0,0.0
C106P67ThinF_IMG_20150924_102245_cell_76.png,146.296,108.4512,111.4016,0.1408,0.0,0.0
C106P67ThinF_IMG_20150924_102245_cell_86.png,154.7072,110.9936,113.5008,0.1232,1.0,2.0
C106P67ThinF_IMG_20150924_102413_cell_121.png,155.8704,114.68,112.1648,0.1376,1.75,2.0
C106P67ThinF_IMG_20150924_102413_cell_129.png,140.5424,107.1792,104.6208,0.1456,0.0,0.0
C106P67ThinF_IMG_20150924_102413_cell_176.png,139.8128,106.7392,102.9008,0.1376,1.0,2.0
C106P67ThinF_IMG_20150924_102413_cell_49.png,118.8848,89.8832,88.4704,0.1504,1.3333333333333333,2.0
C106P67ThinF_IMG_20150924_102826_cell_1.png,148.5632,114.4944,112.8128,0.136,1.3333333333333333,2.0
C106P67ThinF_IMG_20150924_102826_cell_108.png,145.9168,112.9344,108.3072,0.1232,0.0,0.0
C106P67ThinF_IMG_20150924_102826_cell_137.png,142.1168,105.88,101.5184,0.1424,0.0,0.0
C106P67ThinF_IMG_20150924_102826_cell_140.png,157.752,116.0864,116.2928,0.12,0.0,0.0
C106P67ThinF_IMG_20150924_102826_cell_39.png,147.2224,113.696,111.4592,0.1264,1.5,2.0
C106P67ThinF_IMG_20150924_102826_cell_46.png,156.36,115.1056,113.8208,0.1296,0.0,0.0
C106P67ThinF_IMG_20150924_102826_cell_91.png,153.592,114.008,111.4208,0.1424,1.3333333333333333,2.0
C106P67ThinF_IMG_20150924_103245_cell_109.png,142.2832,109.4288,106.2928,0.1456,0.0,0.0
C106P67ThinF_IMG_20150924_103245_cell_127.png,139.92,104.9216,100.2464,0.1392,0.0,0.0
C106P67ThinF_IMG_20150924_103245_cell_24.png,146.1632,108.8,105.2624,0.1616,1.3333333333333333,2.0
C106P67ThinF_IMG_20150924_103245_cell_26.png,146.5792,107.4464,107.6096,0.1472,1.0,1.0
C106P67ThinF_IMG_20150924_103245_cell_96.png,133.6368,101.1568,97.328,0.168,0.0,0.0
C106P67ThinF_IMG_20150924_103636_cell_108.png,146.9856,111.424,114.7152,0.1344,1.3333333333333333,2.0
C106P67ThinF_IMG_20150924_103636_cell_149.png,152.6864,109.536,116.184,0.1248,1.0,1.0
C106P67ThinF_IMG_20150924_103636_cell_162.png,146.6624,111.5568,112.168,0.1376,0.0,0.0
C106P67ThinF_IMG_20150924_103636_cell_65.png,144.9408,108.7088,105.6624,0.1296,1.0,1.0
C106P67ThinF_IMG_20150924_103636_cell_7.png,149.5328,112.5536,111.8,0.1392,1.0,1.0
C106P67ThinF_IMG_20150924_103636_cell_94.png,157.5088,114.6464,113.8992,0.1488,1.0,2.0
C106P67ThinF_IMG_20150924_103636_cell_99.png,120.3648,89.7168,88.1216,0.1488,0.0,0.0
C106P67ThinF_IMG_20150924_103811_cell_107.png,157.2432,115.8448,109.4864,0.128,1.0,2.0
C106P67ThinF_IMG_20150924_103811_cell_123.png,151.1152,112.0464,116.6992,0.136,1.0,1.0
C106P67ThinF_IMG_20150924_103811_cell_132.png,149.9248,112.9952,110.6976,0.1424,1.0,1.0
C106P67ThinF_IMG_20150924_103811_cell_32.png,141.3328,106.0736,102.496,0.1328,1.0,2.0
C106P67ThinF_IMG_20150924_103811_cell_56.png,142.112,101.4992,102.6432,0.1392,1.0,1.0
C106P67ThinF_IMG_20150924_104044_cell_115.png,162.0832,124.2656,122.1184,0.1296,1.0,2.0
C106P67ThinF_IMG_20150924_104044_cell_164.png,154.5792,119.8976,116.4256,0.1328,1.0,1.0
C106P67ThinF_IMG_20150924_104044_cell_26.png,154.9712,111.1296,113.6048,0.1248,1.0,2.0
C106P67ThinF_IMG_20150924_104044_cell_40.png,145.0784,111.5728,109.0336,0.144,1.0,1.0
C106P67ThinF_IMG_20150924_104044_cell_67.png,124.6016,93.6176,94.1136,0.1456,0.0,0.0
C107P68ThinF_IMG_20150924_221632_cell_23.png,153.2032,115.8064,108.496,0.128,1.0,1.0
C107P68ThinF_IMG_20150924_221632_cell_40.png,157.1152,119.8336,116.424,0.1296,1.0,2.0
C107P68ThinF_IMG_20150924_221632_cell_42.png,135.8464,101.6672,99.3376,0.1376,1.5,2.0
C107P68ThinF_IMG_20150924_221632_cell_61.png,155.9552,118.008,111.0528,0.1168,1.0,2.0
C107P68ThinF_IMG_20150924_221632_cell_69.png,152.1504,115.9344,108.3248,0.1344,0.0,0.0
C107P68ThinF_IMG_20150924_221632_cell_96.png,162.8912,120.8224,115.1936,0.1264,0.0,0.0
C107P68ThinF_IMG_20150924_221909_cell_102.png,160.592,120.9792,115.1568,0.128,1.3333333333333333,2.0
C107P68ThinF_IMG_20150924_221909_cell_122.png,164.8256,120.3696,115.4336,0.1376,0.0,0.0
C107P68ThinF_IMG_20150924_221909_cell_34.png,156.3744,118.7696,114.3664,0.1392,1.0,1.0
C107P68ThinF_IMG_20150924_221909_cell_61.png,137.6992,102.7168,98.1264,0.1424,1.0,2.0
C107P68ThinF_IMG_20150924_221909_cell_66.png,152.8144,116.8576,112.544,0.1296,0.0,0.0
C107P68ThinF_IMG_20150924_221909_cell_69.png,159.088,118.3424,115.0032,0.1328,0.0,0.0
C107P68ThinF_IMG_20150924_221909_cell_91.png,153.3776,111.76,108.4592,0.1456,1.3333333333333333,2.0
C107P68ThinF_IMG_20150924_222233_cell_138.png,156.5248,115.1072,107.896,0.136,0.0,0.0
C107P68ThinF_IMG_20150924_222233_cell_30.png,162.8048,124.7088,118.3376,0.136,1.3333333333333333,2.0
C107P68ThinF_IMG_20150924_222233_cell_36.png,141.9168,105.504,100.264,0.1424,1.5,2.0
C107P68ThinF_IMG_20150924_222233_cell_66.png,159.4256,118.9312,113.8288,0.136,1.5,2.0
C107P68ThinF_IMG_20150924_222233_cell_81.png,149.1392,105.7664,101.2864,0.1472,1.0,1.0
C107P68ThinF_IMG_20150924_222233_cell_89.png,139.832,104.6976,101.0016,0.1408,0.0,0.0
C107P68ThinF_IMG_20150924_222233_cell_93.png,157.2432,115.6816,110.4448,0.1328,0.0,0.0
C107P68ThinF_IMG_20150924_222415_cell_1.png,170.0208,130.3168,126.7632,0.112,1.0,1.0
C107P68ThinF_IMG_20150924_222415_cell_102.png,152.4176,108.5712,101.7536,0.1312,1.0,1.0
C107P68ThinF_IMG_20150924_222415_cell_147.png,151.8176,111.8064,108.8272,0.128,1.5,2.0
C107P68ThinF_IMG_20150924_222415_cell_164.png,153.9056,116.888,107.208,0.1264,1.5,2.0
C107P68ThinF_IMG_20150924_222415_cell_51.png,149.1712,111.3184,103.984,0.1248,0.0,0.0
C107P68ThinF_IMG_20150924_222415_cell_63.png,155.8256,113.9632,105.4128,0.1472,1.3333333333333333,2.0
C107P68ThinF_IMG_20150924_222415_cell_90.png,152.816,108.224,105.2736,0.144,0.0,0.0
C107P68ThinF_IMG_20150924_222535_cell_123.png,141.4224,100.9024,99.7472,0.1424,0.8333333333333334,2.0
C107P68ThinF_IMG_20150924_222535_cell_13.png,160.7616,116.936,111.9216,0.1184,1.3333333333333333,2.0
C107P68ThinF_IMG_20150924_222535_cell_38.png,154.3024,109.4704,108.4912,0.128,1.0,2.0
C107P68ThinF_IMG_20150924_222535_cell_59.png,160.9776,118.0336,113.0608,0.1232,0.0,0.0
C107P68ThinF_IMG_20150924_222535_cell_70.png,153.384,115.328,108.6416,0.1312,0.0,0.0
C107P68ThinF_IMG_20150924_222535_cell_85.png,152.344,104.4096,104.1648,0.136,1.0,2.0
C107P68ThinF_IMG_20150924_222535_cell_88.png,157.0144,112.192,108.5904,0.1392,0.0,0.0
C107P68ThinF_IMG_20150924_222630_cell_105.png,125.4592,91.0448,86.52,0.1856,0.6666666666666666,2.0
C107P68ThinF_IMG_20150924_222630_cell_12.png,151.672,110.1024,105.2256,0.1232,1.0,1.0
C107P68ThinF_IMG_20150924_222630_cell_123.png,143.1168,105.3536,101.8256,0.1488,0.0,0.0
C107P68ThinF_IMG_20150924_222630_cell_129.png,143.4912,105.0544,98.4256,0.1424,0.0,0.0
C107P68ThinF_IMG_20150924_222630_cell_143.png,141.912,100.52,97.92,0.1248,1.3333333333333333,2.0
C107P68ThinF_IMG_20150924_222630_cell_170.png,145.5312,105.4912,101.2704,0.1424,0.0,0.0
C107P68ThinF_IMG_20150924_222630_cell_23.png,159.32,116.88,110.3888,0.1104,0.0,0.0
C107P68ThinF_IMG_20150924_222630_cell_39.png,153.9632,117.6576,112.2128,0.128,1.3333333333333333,2.0
C107P68ThinF_IMG_20150924_222630_cell_50.png,143.4992,106.5344,100.6784,0.1344,0.0,0.0
C107P68ThinF_IMG_20150924_222630_cell_74.png,160.2448,118.2112,111.824,0.1216,1.0,1.0
C108P69ThinF_IMG_20150924_223834_cell_136.png,156.08,117.0016,109.5584,0.1376,1.0,2.0
C108P69ThinF_IMG_20150924_223834_cell_140.png,153.8048,115.7504,110.8592,0.1328,0.5,1.0
C108P69ThinF_IMG_20150924_223834_cell_154.png,145.6208,109.1984,102.6768,0.1472,1.5,2.0
C108P69ThinF_IMG_20150924_223834_cell_204.png,159.72,117.5024,110.0384,0.1408,1.0,2.0
C108P69ThinF_IMG_20150924_223834_cell_22.png,140.5472,102.9072,97.8912,0.1456,1.0,2.0
C108P69ThinF_IMG_20150924_223834_cell_71.png,126.7792,90.7136,87.0848,0.1504,0.0,0.0
C108P69ThinF_IMG_20150924_224038_cell_121.png,151.936,115.1184,108.5936,0.1328,0.0,0.0
C108P69ThinF_IMG_20150924_224038_cell_174.png,154.1104,114.0736,110.392,0.144,1.0,2.0
C108P69ThinF_IMG_20150924_224038_cell_186.png,148.1136,113.4848,107.1376,0.128,0.0,0.0
C108P69ThinF_IMG_20150924_224038_cell_49.png,156.5952,118.3568,112.2432,0.1312,1.0,2.0
C108P69ThinF_IMG_20150924_224616_cell_1.png,146.36,110.8656,106.5744,0.1392,1.3333333333333333,2.0
C108P69ThinF_IMG_20150924_224616_cell_115.png,162.1392,117.776,111.3232,0.1264,1.0,1.0
C108P69ThinF_IMG_20150924_224616_cell_14.png,156.6656,113.4272,108.6224,0.1488,0.0,0.0
C108P69ThinF_IMG_20150924_224616_cell_163.png,152.0464,110.0272,106.0288,0.136,0.0,0.0
C108P69ThinF_IMG_20150924_224616_cell_171.png,143.4976,108.4576,103.6704,0.1424,1.0,1.0
C108P69ThinF_IMG_20150924_224616_cell_45.png,161.536,122.5072,118.0288,0.1168,0.0,0.0
C108P69ThinF_IMG_20150924_224616_cell_48.png,144.1872,106.7888,103.2112,0.144,0.0,0.0
C108P69ThinF_IMG_20150924_224616_cell_90.png,131.1632,99.9248,94.7232,0.168,1.5,2.0
C108P69ThinF_IMG_20150924_224909_cell_15.png,148.1088,110.832,104.1168,0.1472,0.0,0.0
C108P69ThinF_IMG_20150924_224909_cell_165.png,134.4272,96.4848,94.4464,0.1408,0.8333333333333334,2.0
C108P69ThinF_IMG_20150924_224909_cell_210.png,127.2416,94.9136,90.2528,0.1392,1.0,1.0
C108P69ThinF_IMG_20150924_224909_cell_215.png,163.0624,122.2368,114.1392,0.136,1.0,1.0
C108P69ThinF_IMG_20150924_224909_cell_223.png,170.9216,131.5328,124.6864,0.1184,1.0,2.0
C108P69ThinF_IMG_20150924_224909_cell_47.png,138.3904,106.8416,100.9632,0.1408,0.0,0.0
C108P69ThinF_IMG_20150924_225004_cell_109.png,154.7584,115.8656,110.4896,0.1424,1.3333333333333333,2.0
C108P69ThinF_IMG_20150924_225004_cell_114.png,162.8544,124.5216,117.048,0.1312,1.0,2.0
C108P69ThinF_IMG_20150924_225004_cell_196.png,157.1808,115.7792,107.4352,0.1248,1.0,2.0
C108P69ThinF_IMG_20150924_225004_cell_20.png,154.136,113.2912,105.456,0.144,0.0,0.0
C108P69ThinF_IMG_20150924_225004_cell_214.png,154.4224,116.9248,109.12,0.1392,0.0,0.0
C108P69ThinF_IMG_20150924_225004_cell_25.png,151.7824,113.6272,105.816,0.1248,0.0,0.0
C108P69ThinF_IMG_20150924_225004_cell_39.png,140.256,107.2112,97.6624,0.1392,0.0,0.0
C108P69ThinF_IMG_20150924_225004_cell_45.png,161.88,120.6544,112.896,0.1248,0.0,0.0
C108P69ThinF_IMG_20150924_225004_cell_57.png,164.088,122.7872,117.7184,0.1168,0.0,0.0
C108P69ThinF_IMG_20150924_225511_cell_1.png,160.4768,121.3008,118.4576,0.1408,0.0,0.0
C108P69ThinF_IMG_20150924_225511_cell_128.png,148.8224,113.176,106.2368,0.1376,1.0,2.0
C108P69ThinF_IMG_20150924_225511_cell_135.png,154.072,111.5232,107.2704,0.1472,1.0,1.0
C108P69ThinF_IMG_20150924_225511_cell_139.png,146.3648,108.9952,101.536,0.1408,1.5,2.0
C108P69ThinF_IMG_20150924_225511_cell_145.png,158.5312,115.5968,107.7936,0.1424,1.5,2.0
C108P69ThinF_IMG_20150924_225511_cell_159.png,161.592,123.704,116.8112,0.128,1.5,2.0
C108P69ThinF_IMG_20150924_225511_cell_24.png,161.6912,118.1904,109.4656,0.12,0.0,0.0
C108P69ThinF_IMG_20150924_225511_cell_74.png,155.2224,118.4704,111.7952,0.1328,0.0,0.0
C109P70ThinF_IMG_20150930_102716_cell_10.png,156.8256,125.4464,115.7328,0.1264,1.5,2.0
C109P70ThinF_IMG_20150930_102716_cell_162.png,162.6224,129.408,122.2528,0.1248,1.0,1.0
C109P70ThinF_IMG_20150930_102716_cell_183.png,150.5744,117.2272,110.9856,0.1408,1.0,1.0
C109P70ThinF_IMG_20150930_102716_cell_30.png,158.9952,130.2608,120.4656,0.136,1.3333333333333333,2.0
C109P70ThinF_IMG_20150930_102716_cell_33.png,165.8256,132.8976,127.3744,0.1184,0.0,0.0
C109P70ThinF_IMG_20150930_102716_cell_46.png,150.0128,120.5952,113.648,0.1424,1.3333333333333333,2.0
C109P70ThinF_IMG_20150930_102716_cell_49.png,158.912,120.9472,115.1888,0.128,1.5,2.0
C109P70ThinF_IMG_20150930_102716_cell_63.png,169.8944,128.6528,122.4384,0.1264,1.3333333333333333,2.0
C109P70ThinF_IMG_20150930_102716_cell_86.png,166.5728,133.3904,128.4912,0.1232,1.0,2.0
C109P70ThinF_IMG_20150930_102716_cell_90.png,159.736,126.6448,120.2448,0.1216,1.0,2.0
C109P70ThinF_IMG_20150930_102812_cell_136.png,157.1536,123.2128,115.816,0.128,1.0,1.0
C109P70ThinF_IMG_20150930_102812_cell_36.png,152.7472,120.3584,113.5424,0.136,1.0,1.0
C109P70ThinF_IMG_20150930_102812_cell_45.png,167.128,135.8992,130.344,0.1184,1.0,2.0
C109P70ThinF_IMG_20150930_102812_cell_67.png,157.8368,128.8976,119.6928,0.1248,1.0,1.0
C109P70ThinF_IMG_20150930_102812_cell_72.png,135.7936,104.8224,99.216,0.1552,0.0,0.0
C109P70ThinF_IMG_20150930_102944_cell_121.png,156.5232,125.9744,120.1504,0.1408,1.0,2.0
C109P70ThinF_IMG_20150930_102944_cell_127.png,156.8768,127.368,118.5136,0.1392,1.0,1.0
C109P70ThinF_IMG_20150930_102944_cell_148.png,158.128,129.6432,122.3664,0.1248,1.0,1.0
C109P70ThinF_IMG_20150930_102944_cell_155.png,152.7856,123.5216,115.592,0.136,0.0,0.0
C109P70ThinF_IMG_20150930_102944_cell_33.png,166.2032,132.736,124.2784,0.112,1.0,2.0
C109P70ThinF_IMG_20150930_102944_cell_46.png,160.8848,128.88,124.6064,0.1312,1.0,2.0
C109P70ThinF_IMG_20150930_102944_cell_60.png,154.0752,123.0768,115.4576,0.144,1.5,2.0
C109P70ThinF_IMG_20150930_102944_cell_70.png,115.4144,90.7248,85.6192,0.1456,1.0,2.0
C109P70ThinF_IMG_20150930_103113_cell_104.png,156.7264,126.3216,120.3712,0.136,1.0,1.0
C109P70ThinF_IMG_20150930_103113_cell_112.png,163.9584,133.032,125.408,0.1264,1.0,2.0
C109P70ThinF_IMG_20150930_103113_cell_137.png,153.192,119.184,111.2832,0.1392,1.0,2.0
C109P70ThinF_IMG_20150930_103113_cell_15.png,147.3728,114.736,108.6304,0.1328,0.0,0.0
C109P70ThinF_IMG_20150930_103113_cell_27.png,159.2176,125.856,116.7856,0.1248,1.0,1.0
C109P70ThinF_IMG_20150930_103113_cell_28.png,137.008,111.6576,103.4048,0.1488,1.5,2.0
C109P70ThinF_IMG_20150930_103113_cell_3.png,155.5648,126.8096,121.856,0.136,0.0,0.0
C109P70ThinF_IMG_20150930_103113_cell_56.png,154.3632,120.2672,112.0608,0.1264,0.0,0.0
C109P70ThinF_IMG_20150930_103214_cell_124.png,158.8576,128.472,119.9472,0.1296,1.3333333333333333,2.0
C109P70ThinF_IMG_20150930_103214_cell_161.png,151.5376,121.584,111.8416,0.1408,1.0,1.0
C109P70ThinF_IMG_20150930_103214_cell_38.png,148.5968,116.8624,110.1536,0.1376,0.0,0.0
C109P70ThinF_IMG_20150930_103214_cell_54.png,134.6272,106.632,99.2512,0.1376,1.3333333333333333,2.0
C109P70ThinF_IMG_20150930_103214_cell_75.png,158.672,125.7872,116.8656,0.1296,1.5,2.0
C109P70ThinF_IMG_20150930_103214_cell_83.png,173.9824,143.1376,136.8928,0.1024,1.3333333333333333,2.0
C109P70ThinF_IMG_20150930_103214_cell_85.png,151.2112,116.4736,112.8112,0.1456,0.0,0.0
C109P70ThinF_IMG_20150930_103645_cell_10.png,152.6688,120.0336,111.1488,0.1392,1.0,1.0
C109P70ThinF_IMG_20150930_103645_cell_146.png,155.5664,119.9728,114.2592,0.1456,0.0,0.0
C109P70ThinF_IMG_20150930_103645_cell_155.png,162.5264,129.52,122.5008,0.1264,1.0,2.0
C109P70ThinF_IMG_20150930_103645_cell_167.png,163.2848,130.8032,122.288,0.1232,1.3333333333333333,2.0
C109P70ThinF_IMG_20150930_103645_cell_25.png,157.6128,124.6352,116.8736,0.1248,0.0,0.0
C109P70ThinF_IMG_20150930_103811_cell_104.png,127.9872,102.3632,97.7424,0.1472,1.0,2.0
C109P70ThinF_IMG_20150930_103811_cell_114.png,156.048,122.2016,115.6848,0.1264,1.0,1.0
C109P70ThinF_IMG_20150930_103811_cell_130.png,152.3472,115.5664,109.992,0.144,0.0,0.0
C109P70ThinF_IMG_20150930_103811_cell_63.png,160.4496,124.4368,118.8576,0.136,1.0,2.0
C109P70ThinF_IMG_20150930_103811_cell_65.png,160.9696,129.4256,122.0976,0.12,1.5,2.0
C109P70ThinF_IMG_20150930_103811_cell_66.png,151.6416,115.6544,110.1216,0.128,1.6666666666666667,2.0
C109P70ThinF_IMG_20150930_103811_cell_71.png,158.5232,127.0912,120.5888,0.128,1.0,1.0
C110P71ThinF_IMG_20150930_105319_cell_103.png,148.3376,109.7136,105.6656,0.1408,1.0,1.0
C110P71ThinF_IMG_20150930_105319_cell_135.png,148.4048,109.8496,110.8096,0.1568,1.0,1.0
C110P71ThinF_IMG_20150930_105319_cell_137.png,151.4544,114.8848,110.4416,0.1408,1.3333333333333333,2.0
C110P71ThinF_IMG_20150930_105319_cell_144.png,151.032,115.7376,112.6848,0.136,0.0,0.0
C110P71ThinF_IMG_20150930_105319_cell_145.png,145.3024,105.3616,103.6672,0.144,1.0,1.0
C110P71ThinF_IMG_20150930_105319_cell_37.png,155.048,113.9504,111.0784,0.136,1.0,1.0
C110P71ThinF_IMG_20150930_105319_cell_94.png,155.0864,119.84,115.496,0.136,0.0,0.0
C110P71ThinF_IMG_20150930_105319_cell_97.png,158.832,120.5712,115.7904,0.1328,1.6,2.0
C110P71ThinF_IMG_20150930_105559_cell_109.png,149.128,112.6048,109.2352,0.1376,1.0,1.0
C110P71ThinF_IMG_20150930_105559_cell_115.png,140.064,103.176,99.0512,0.136,0.0,0.0
C110P71ThinF_IMG_20150930_105559_cell_147.png,156.5312,121.648,115.7456,0.1296,1.5,2.0
C110P71ThinF_IMG_20150930_105559_cell_185.png,160.2256,117.2864,113.7376,0.1248,1.5,2.0
C110P71ThinF_IMG_20150930_105559_cell_186.png,151.8688,112.6912,108.144,0.1264,0.0,0.0
C110P71ThinF_IMG_20150930_105559_cell_34.png,148.2944,111.3088,108.5008,0.1456,0.0,0.0
C110P71ThinF_IMG_20150930_105729_cell_117.png,149.312,107.0544,104.992,0.1344,1.0,1.0
C110P71ThinF_IMG_20150930_105729_cell_121.png,145.8288,105.88,102.3888,0.136,1.6666666666666667,2.0
C110P71ThinF_IMG_20150930_105729_cell_129.png,158.0848,113.296,112.5696,0.1312,1.0,1.0
C110P71ThinF_IMG_20150930_105729_cell_132.png,146.9184,108.0,104.624,0.1392,1.0,1.0
C110P71ThinF_IMG_20150930_105729_cell_201.png,148.5024,105.0752,102.5904,0.1344,1.0,1.0
C110P71ThinF_IMG_20150930_105729_cell_206.png,155.5792,112.7696,109.9664,0.128,1.0,2.0
C110P71ThinF_IMG_20150930_105729_cell_33.png,143.0352,102.0048,100.1424,0.136,1.3333333333333333,2.0
C110P71ThinF_IMG_20150930_105925_cell_111.png,139.5888,107.1968,101.3216,0.1376,0.0,0.0
C110P71ThinF_IMG_20150930_105925_cell_124.png,150.3808,111.648,107.2816,0.1312,0.0,0.0
C110P71ThinF_IMG_20150930_105925_cell_153.png,151.504,117.2096,109.1632,0.1264,0.0,0.0
C110P71ThinF_IMG_20150930_105925_cell_163.png,150.8064,107.9984,106.128,0.1344,1.0,2.0
C110P71ThinF_IMG_20150930_105925_cell_209.png,145.6192,102.8416,99.7952,0.1344,1.3333333333333333,2.0
C110P71ThinF_IMG_20150930_105925_cell_28.png,150.2784,108.0448,104.6256,0.1232,1.0,1.0
C110P71ThinF_IMG_20150930_105925_cell_40.png,150.7376,112.6224,107.7024,0.1328,0.0,0.0
C110P71ThinF_IMG_20150930_105925_cell_57.png,156.5616,121.0816,116.8752,0.1248,1.3333333333333333,2.0
C110P71ThinF_IMG_20150930_105925_cell_72.png,155.7392,115.2416,110.584,0.1328,1.0,1.0
C110P71ThinF_IMG_20150930_105925_cell_86.png,155.1744,113.6288,109.176,0.1376,1.0,1.0
C110P71ThinF_IMG_20150930_110052_cell_130.png,152.8576,108.016,103.7456,0.1488,1.0,1.0
C110P71ThinF_IMG_20150930_110052_cell_149.png,149.3488,116.4528,107.0096,0.1344,0.0,0.0
C110P71ThinF_IMG_20150930_110052_cell_196.png,151.8128,111.896,105.7808,0.1424,1.0,1.0
C110P71ThinF_IMG_20150930_110052_cell_198.png,148.528,108.84,103.4464,0.1408,1.0,1.0
C110P71ThinF_IMG_20150930_110052_cell_28.png,156.752,115.1168,110.384,0.144,1.0,1.0
C110P71ThinF_IMG_20150930_110052_cell_54.png,154.5296,118.584,111.536,0.1376,1.0,1.0
C110P71ThinF_IMG_20150930_110052_cell_83.png,151.5504,116.4912,108.9008,0.1344,1.0,2.0
C110P71ThinF_IMG_20150930_110404_cell_100.png,157.7872,123.0672,117.9264,0.1344,1.3333333333333333,2.0
C110P71ThinF_IMG_20150930_110404_cell_117.png,153.9744,120.0144,114.1136,0.1456,1.0,1.0
C110P71ThinF_IMG_20150930_110404_cell_126.png,153.3408,112.688,110.3632,0.152,0.0,0.0
C110P71ThinF_IMG_20150930_110404_cell_13.png,160.6784,126.3056,119.76,0.136,1.0,1.0
C110P71ThinF_IMG_20150930_110404_cell_18.png,153.4528,118.0544,113.2432,0.1392,1.0,2.0
C110P71ThinF_IMG_20150930_110404_cell_30.png,163.8768,129.0912,124.0704,0.1296,0.0,0.0
C110P71ThinF_IMG_20150930_110404_cell_32.png,159.512,123.3152,119.0704,0.1248,1.0,2.0
C110P71ThinF_IMG_20150930_110404_cell_76.png,157.1904,122.3696,117.4784,0.1456,0.0,0.0
C111P72ThinF_IMG_20150930_112430_cell_114.png,158.2864,110.92,106.1328,0.1392,1.0,1.0
C111P72ThinF_IMG_20150930_112430_cell_161.png,156.3616,108.2128,107.784,0.1328,0.0,0.0
C111P72ThinF_IMG_20150930_112430_cell_173.png,165.5168,119.9824,116.3952,0.1664,1.3333333333333333,2.0
C111P72ThinF_IMG_20150930_112430_cell_175.png,152.6032,113.4032,110.9776,0.1344,1.0,2.0
