,ImageFileName,Red_Channel_Distribution,Green_Channel_Distribution,Blue_Channel_Distribution,Infected_Edge_Density,Infected_MeanBlobSize,Infected_MaxBlobSize,target,CNN_predictions
436,C113P74ThinF_IMG_20150930_134429_cell_180.png,132.392,92.4784,94.3072,0.1984,0.0,0.0,1,0.99989325
437,C113P74ThinF_IMG_20150930_134429_cell_184.png,152.016,100.9376,107.5024,0.1568,1.0,1.0,1,0.99997324
438,C113P74ThinF_IMG_20150930_134614_cell_169.png,147.8352,102.3808,102.5008,0.1616,0.0,0.0,1,0.9999891
439,C113P74ThinF_IMG_20150930_134614_cell_170.png,134.344,94.6256,95.9856,0.1552,0.0,0.0,1,0.9999994
440,C113P74ThinF_IMG_20150930_134614_cell_171.png,156.6576,109.7648,111.1408,0.1344,1.0,2.0,1,0.9999568
441,C113P74ThinF_IMG_20150930_134614_cell_174.png,141.6528,98.9536,102.32,0.1568,1.0,2.0,1,0.9991931
442,C113P74ThinF_IMG_20150930_134614_cell_175.png,145.04,104.8048,105.176,0.136,1.3333333333333333,2.0,1,0.9993111
443,C113P74ThinF_IMG_20150930_134614_cell_176.png,146.7776,103.448,106.8944,0.1536,1.0,2.0,1,0.98571867
444,C113P74ThinF_IMG_20150930_134614_cell_177.png,151.544,101.6032,104.7536,0.1376,0.0,0.0,1,0.9998793
445,C113P74ThinF_IMG_20150930_134751_cell_173.png,144.2336,107.8144,106.5568,0.1552,0.0,0.0,1,0.99998075
446,C113P74ThinF_IMG_20150930_134751_cell_174.png,141.5872,101.7008,102.656,0.1536,1.0,1.0,1,0.99696726
447,C113P74ThinF_IMG_20150930_134751_cell_176.png,135.4784,99.7904,99.3472,0.1424,0.5,1.0,1,0.99654526
448,C113P74ThinF_IMG_20150930_134751_cell_177.png,139.3856,93.5632,97.9104,0.1664,1.0,2.0,1,0.9998744
449,C113P74ThinF_IMG_20150930_134751_cell_178.png,144.9152,96.728,104.7088,0.1936,2.0,2.0,1,0.9999976
450,C113P74ThinF_IMG_20150930_134751_cell_179.png,156.3856,118.1056,116.5872,0.1232,0.0,0.0,1,0.9717322
451,C113P74ThinF_IMG_20150930_134751_cell_180.png,127.4752,90.6896,90.592,0.1632,1.5,2.0,1,0.9999985
452,C113P74ThinF_IMG_20150930_134751_cell_181.png,148.856,110.6976,107.856,0.1616,1.3333333333333333,2.0,1,0.9985038
453,C113P74ThinF_IMG_20150930_134949_cell_158.png,150.7264,106.056,108.416,0.1456,0.0,0.0,1,0.99971
454,C113P74ThinF_IMG_20150930_134949_cell_159.png,151.9888,104.8432,104.4144,0.1488,0.0,0.0,1,0.9998519
455,C113P74ThinF_IMG_20150930_134949_cell_160.png,139.1392,92.7888,96.1024,0.1664,0.5,1.0,1,0.9997202
456,C113P74ThinF_IMG_20150930_134949_cell_161.png,104.6736,76.8192,76.1824,0.1488,1.5,2.0,1,0.99925935
457,C113P74ThinF_IMG_20150930_134949_cell_163.png,125.5328,85.4432,86.208,0.1728,1.3333333333333333,2.0,1,0.99999964
458,C113P74ThinF_IMG_20150930_135904_cell_180.png,160.0704,111.8112,114.3984,0.144,1.0,1.0,1,0.9999344
459,C113P74ThinF_IMG_20150930_135904_cell_181.png,145.9056,102.7088,104.688,0.168,1.0,2.0,1,0.9994923
460,C113P74ThinF_IMG_20150930_135904_cell_182.png,153.496,115.4144,111.9296,0.1552,1.0,1.0,1,0.93386143
461,C113P74ThinF_IMG_20150930_135904_cell_183.png,155.2976,114.4336,114.0336,0.1936,1.0,1.0,1,0.99580854
462,C113P74ThinF_IMG_20150930_135904_cell_184.png,152.1072,109.6608,112.9536,0.1392,0.0,0.0,1,0.9846789
463,C113P74ThinF_IMG_20150930_135904_cell_185.png,152.7248,107.9344,115.5552,0.1504,2.0,2.0,1,0.99985564
464,C113P74ThinF_IMG_20150930_135904_cell_186.png,146.7296,106.5296,104.992,0.1488,0.0,0.0,1,0.9986833
465,C113P74ThinF_IMG_20150930_135904_cell_188.png,145.5104,100.0672,107.0448,0.1632,1.6666666666666667,2.0,1,0.9918323
466,C113P74ThinF_IMG_20150930_135904_cell_189.png,150.0928,101.7344,108.1968,0.1552,2.0,2.0,1,0.9991099
467,C113P74ThinF_IMG_20150930_140646_cell_181.png,142.5728,103.92,102.1872,0.1312,1.3333333333333333,2.0,1,0.66722745
468,C113P74ThinF_IMG_20150930_140646_cell_182.png,157.5968,108.5856,114.3216,0.1584,2.0,2.0,1,0.99998254
469,C113P74ThinF_IMG_20150930_140646_cell_183.png,153.1184,113.968,112.3424,0.1664,0.0,0.0,1,1.0
470,C113P74ThinF_IMG_20150930_140646_cell_184.png,142.0352,96.9072,104.4016,0.1952,2.0,2.0,1,0.99999994
471,C113P74ThinF_IMG_20150930_140646_cell_185.png,140.9712,100.8304,98.8944,0.1424,0.0,0.0,1,0.9831059
472,C113P74ThinF_IMG_20150930_140646_cell_188.png,160.7328,107.0912,116.4192,0.1808,1.5,2.0,1,0.9999997
473,C113P74ThinF_IMG_20150930_140646_cell_189.png,141.144,100.9904,103.464,0.1504,1.0,1.0,1,0.99983835
474,C113P74ThinF_IMG_20150930_140646_cell_190.png,143.9536,98.8096,105.1632,0.1376,2.0,2.0,1,0.9761904
475,C114P75ThinF_IMG_20150930_150013_cell_194.png,152.2432,102.2048,115.2048,0.1536,0.6666666666666666,2.0,1,0.9981621
476,C114P75ThinF_IMG_20150930_150013_cell_195.png,114.5744,84.0544,86.8272,0.1344,0.0,0.0,1,0.99935347
477,C114P75ThinF_IMG_20150930_150013_cell_196.png,148.008,106.8608,110.648,0.1616,1.0,1.0,1,0.9952959
478,C114P75ThinF_IMG_20150930_150057_cell_172.png,160.9024,122.1728,125.6944,0.1568,1.0,1.0,1,0.9563174
479,C114P75ThinF_IMG_20150930_150145_cell_159.png,136.3056,97.3232,100.4912,0.1456,0.0,0.0,1,0.99122685
480,C114P75ThinF_IMG_20150930_150145_cell_160.png,138.8784,96.1152,104.1664,0.1504,2.0,2.0,1,0.99776524
481,C114P75ThinF_IMG_20150930_150555_cell_145.png,154.4912,105.3664,114.136,0.1392,1.0,1.0,1,0.9947962
482,C114P75ThinF_IMG_20150930_150733_cell_149.png,142.8688,97.8352,107.5008,0.1664,1.0,1.0,1,0.99998975
483,C114P75ThinF_IMG_20150930_150833_cell_164.png,137.736,100.7824,104.7616,0.1744,1.0,1.0,1,0.969063
484,C114P75ThinF_IMG_20150930_150833_cell_165.png,148.6176,106.7808,113.1968,0.144,2.0,2.0,1,0.99854344
485,C114P75ThinF_IMG_20150930_151150_cell_177.png,143.8288,101.1088,113.344,0.1536,2.0,2.0,1,0.91363335
486,C114P75ThinF_IMG_20150930_151150_cell_178.png,137.8352,97.2336,109.2224,0.1568,2.0,2.0,1,0.99985427
487,C114P75ThinF_IMG_20150930_151150_cell_179.png,135.1264,104.2224,104.6896,0.1632,1.0,2.0,1,0.99999964
488,C115P76ThinF_IMG_20150930_161825_cell_220.png,124.1104,90.3856,89.792,0.1632,1.3333333333333333,2.0,1,0.9999329
489,C115P76ThinF_IMG_20150930_161825_cell_221.png,141.2304,99.16,96.536,0.1472,1.0,2.0,1,0.9990014
490,C115P76ThinF_IMG_20150930_162038_cell_206.png,132.7984,96.6736,94.5104,0.1616,1.6,2.0,1,0.9990068
491,C115P76ThinF_IMG_20150930_162038_cell_207.png,149.28,109.1984,104.5056,0.128,1.3333333333333333,2.0,1,0.89290255
492,C115P76ThinF_IMG_20150930_162038_cell_208.png,137.8848,98.632,97.6224,0.144,0.0,0.0,1,0.13050851
493,C115P76ThinF_IMG_20150930_162038_cell_209.png,138.5968,97.6064,97.376,0.1424,1.6666666666666667,2.0,1,0.9303237
494,C115P76ThinF_IMG_20150930_162038_cell_210.png,143.4736,102.976,102.7472,0.1696,1.5,2.0,1,0.9993994
495,C115P76ThinF_IMG_20150930_162315_cell_256.png,156.5504,110.0864,113.2048,0.1584,1.0,1.0,1,0.9942328
496,C115P76ThinF_IMG_20150930_162315_cell_257.png,156.608,112.0912,112.632,0.1392,0.0,0.0,1,0.9989253
497,C115P76ThinF_IMG_20150930_163156_cell_242.png,144.5392,105.0832,108.3312,0.1792,1.0,2.0,1,0.9941147
498,C115P76ThinF_IMG_20150930_163156_cell_243.png,132.5376,97.1552,99.0848,0.1424,1.0,2.0,1,0.99918747
499,C116P77ThinF_IMG_20150930_171219_cell_100.png,129.6576,77.1792,108.5504,0.1472,1.0,1.0,1,0.17066593
500,C116P77ThinF_IMG_20150930_171219_cell_101.png,149.2672,98.9088,118.776,0.2704,1.6,2.0,1,0.8816689
501,C116P77ThinF_IMG_20150930_171219_cell_103.png,128.0192,83.712,106.5824,0.1552,1.5,2.0,1,0.19461149
502,C116P77ThinF_IMG_20150930_171219_cell_105.png,129.7456,75.6592,105.3584,0.176,1.3333333333333333,2.0,1,0.92637837
503,C116P77ThinF_IMG_20150930_171219_cell_106.png,125.9296,78.1712,100.2192,0.1392,0.5,1.0,1,0.6355176
504,C116P77ThinF_IMG_20150930_171219_cell_108.png,88.8816,53.7856,75.5056,0.2032,0.8,2.0,1,0.9999993
505,C116P77ThinF_IMG_20150930_171219_cell_110.png,116.9232,73.0848,98.096,0.1552,2.0,2.0,1,0.98896784
506,C116P77ThinF_IMG_20150930_171219_cell_111.png,134.5792,83.5728,110.1312,0.1776,1.0,1.0,1,0.9370334
507,C116P77ThinF_IMG_20150930_171219_cell_113.png,120.608,73.0592,102.864,0.1536,1.0,1.0,1,0.6773195
508,C116P77ThinF_IMG_20150930_171219_cell_76.png,115.2704,68.4656,95.768,0.1648,0.0,0.0,1,0.43721145
509,C116P77ThinF_IMG_20150930_171219_cell_77.png,96.9808,59.0608,84.1504,0.2096,1.25,2.0,1,0.99999964
510,C116P77ThinF_IMG_20150930_171219_cell_79.png,125.5232,76.2992,106.0928,0.1648,1.0,1.0,1,0.99967366
511,C116P77ThinF_IMG_20150930_171219_cell_81.png,130.7392,85.1392,107.1952,0.1424,2.0,2.0,1,0.7851972
512,C116P77ThinF_IMG_20150930_171219_cell_82.png,137.8192,85.8112,112.9984,0.2016,1.0,2.0,1,0.9999998
513,C116P77ThinF_IMG_20150930_171219_cell_83.png,112.664,66.96,95.5584,0.1552,2.0,2.0,1,0.99220383
514,C116P77ThinF_IMG_20150930_171219_cell_86.png,123.0352,75.3392,95.7376,0.1696,2.0,2.0,1,0.8036818
515,C116P77ThinF_IMG_20150930_171219_cell_87.png,135.896,85.0768,113.1616,0.1616,1.6,2.0,1,0.8868943
516,C116P77ThinF_IMG_20150930_171219_cell_88.png,113.384,66.2016,94.5776,0.2208,1.1428571428571428,2.0,1,0.9442837
517,C116P77ThinF_IMG_20150930_171219_cell_89.png,131.0816,79.8016,109.72,0.1856,1.3333333333333333,2.0,1,0.9998673
518,C116P77ThinF_IMG_20150930_171219_cell_90.png,125.8288,70.8096,109.1056,0.1424,2.0,2.0,1,0.6035101
519,C116P77ThinF_IMG_20150930_171219_cell_91.png,139.2896,91.1104,118.8544,0.1568,2.0,2.0,1,0.9213762
520,C116P77ThinF_IMG_20150930_171219_cell_92.png,124.7264,80.248,105.8688,0.1536,1.0,2.0,1,0.6127605
521,C116P77ThinF_IMG_20150930_171219_cell_93.png,125.1824,79.3024,100.4112,0.1392,2.0,2.0,1,0.9319023
522,C116P77ThinF_IMG_20150930_171219_cell_94.png,104.8352,64.9696,92.0864,0.1632,2.0,2.0,1,0.9958247
523,C116P77ThinF_IMG_20150930_171219_cell_95.png,147.5424,97.008,120.384,0.2192,2.0,2.0,1,0.99962497
524,C116P77ThinF_IMG_20150930_171219_cell_99.png,105.2464,61.4304,93.328,0.16,0.5,2.0,1,0.970025
525,C116P77ThinF_IMG_20150930_171448_cell_101.png,137.5712,90.632,112.2272,0.2048,1.0,1.0,1,0.88417435
526,C116P77ThinF_IMG_20150930_171448_cell_102.png,119.744,69.9952,98.0192,0.1872,1.6,2.0,1,0.990848
527,C116P77ThinF_IMG_20150930_171448_cell_103.png,126.112,77.3648,103.3328,0.2224,2.0,2.0,1,0.58617
528,C116P77ThinF_IMG_20150930_171448_cell_104.png,113.808,72.9664,98.1552,0.1904,2.0,2.0,1,0.9989183
529,C116P77ThinF_IMG_20150930_171448_cell_105.png,119.7136,78.192,104.9584,0.1952,1.0909090909090908,2.0,1,0.8857104
530,C116P77ThinF_IMG_20150930_171448_cell_106.png,126.096,74.504,108.7184,0.192,1.3333333333333333,2.0,1,0.70391744
531,C116P77ThinF_IMG_20150930_171448_cell_107.png,130.9968,79.8288,109.4976,0.2176,1.6666666666666667,2.0,1,0.98066527
532,C116P77ThinF_IMG_20150930_171448_cell_109.png,138.3952,82.8512,115.0064,0.2176,1.0,1.0,1,0.051628254
533,C116P77ThinF_IMG_20150930_171448_cell_110.png,129.6656,78.664,105.2704,0.2112,1.3333333333333333,2.0,1,0.9626281
534,C116P77ThinF_IMG_20150930_171448_cell_112.png,119.6752,68.4768,102.344,0.1712,2.0,2.0,1,0.8337802
535,C116P77ThinF_IMG_20150930_171448_cell_113.png,123.3776,72.1792,108.8496,0.2144,0.5,1.0,1,0.9990886
536,C116P77ThinF_IMG_20150930_171448_cell_114.png,132.4624,76.9328,109.2528,0.2048,1.5,2.0,1,0.9997208
537,C116P77ThinF_IMG_20150930_171448_cell_115.png,120.6256,73.5072,109.3168,0.2272,0.5,1.0,1,0.22528408
538,C116P77ThinF_IMG_20150930_171448_cell_116.png,104.6208,62.944,93.752,0.2112,0.3333333333333333,1.0,1,0.87771606
539,C116P77ThinF_IMG_20150930_171448_cell_117.png,135.7264,86.152,123.6768,0.1488,1.1428571428571428,2.0,1,0.6969587
540,C116P77ThinF_IMG_20150930_171448_cell_118.png,116.8576,71.6112,103.432,0.2048,2.0,2.0,1,0.9998311
541,C116P77ThinF_IMG_20150930_171448_cell_119.png,130.9648,84.64,110.08,0.216,1.5,2.0,1,0.99978644
542,C116P77ThinF_IMG_20150930_171448_cell_120.png,134.2704,83.9392,111.144,0.1984,1.5,2.0,1,0.53686
543,C116P77ThinF_IMG_20150930_171448_cell_121.png,98.6016,68.0992,93.2144,0.1568,0.5,1.0,1,0.99724513
544,C116P77ThinF_IMG_20150930_171448_cell_122.png,131.024,81.8352,109.4208,0.1568,1.3333333333333333,2.0,1,0.81257
545,C116P77ThinF_IMG_20150930_171448_cell_123.png,135.2336,88.8384,114.888,0.2176,1.0,1.0,1,0.25928795
546,C116P77ThinF_IMG_20150930_171448_cell_124.png,143.4272,90.8736,114.5696,0.2048,1.0,1.0,1,0.62670803
547,C116P77ThinF_IMG_20150930_171448_cell_125.png,122.808,68.1632,106.2304,0.1856,1.3333333333333333,2.0,1,0.94566464
548,C116P77ThinF_IMG_20150930_171448_cell_126.png,127.9552,78.4816,107.9184,0.2176,0.8333333333333334,2.0,1,0.9623617
549,C116P77ThinF_IMG_20150930_171448_cell_127.png,103.8752,64.4416,95.3584,0.1776,1.5,2.0,1,0.8483344
550,C116P77ThinF_IMG_20150930_171448_cell_128.png,137.448,80.6048,115.6704,0.2256,1.6666666666666667,2.0,1,0.9968365
551,C116P77ThinF_IMG_20150930_171448_cell_130.png,129.7696,76.5152,108.912,0.2176,1.1666666666666667,2.0,1,0.99596596
552,C116P77ThinF_IMG_20150930_171448_cell_132.png,114.0816,74.2,99.5648,0.1952,1.5,2.0,1,0.9985238
553,C116P77ThinF_IMG_20150930_171448_cell_84.png,102.9968,65.9792,93.3664,0.168,0.8888888888888888,2.0,1,0.99996436
554,C116P77ThinF_IMG_20150930_171448_cell_86.png,127.0096,77.68,107.4864,0.1904,2.0,2.0,1,0.99930656
555,C116P77ThinF_IMG_20150930_171448_cell_89.png,122.8128,77.0144,98.7344,0.2224,2.0,2.0,1,0.99998754
556,C116P77ThinF_IMG_20150930_171448_cell_92.png,122.0992,78.368,104.5808,0.1888,1.0,2.0,1,0.9775721
557,C116P77ThinF_IMG_20150930_171448_cell_93.png,125.1312,76.0096,106.7104,0.144,1.0,1.0,1,0.12810673
558,C116P77ThinF_IMG_20150930_171448_cell_95.png,127.0288,83.5088,108.8752,0.224,2.0,2.0,1,0.99068135
559,C116P77ThinF_IMG_20150930_171448_cell_96.png,123.784,75.848,108.5168,0.2224,0.8,2.0,1,0.96581745
560,C116P77ThinF_IMG_20150930_171448_cell_97.png,137.2384,91.8464,114.8992,0.2192,1.25,2.0,1,0.9517749
561,C116P77ThinF_IMG_20150930_171448_cell_99.png,131.224,83.1392,112.4592,0.168,1.0,1.0,1,0.8769883
562,C116P77ThinF_IMG_20150930_171558_cell_100.png,138.832,89.84,114.4128,0.1696,1.0,2.0,1,0.9975131
563,C116P77ThinF_IMG_20150930_171558_cell_101.png,125.3968,80.56,102.6112,0.168,1.5555555555555556,2.0,1,0.9988899
564,C116P77ThinF_IMG_20150930_171558_cell_102.png,127.4848,76.7584,108.7024,0.1248,2.0,2.0,1,0.6023961
565,C116P77ThinF_IMG_20150930_171558_cell_103.png,140.1664,95.0352,115.9392,0.152,1.2,2.0,1,0.9998425
566,C116P77ThinF_IMG_20150930_171558_cell_105.png,138.5552,95.2304,115.5088,0.1744,1.4285714285714286,2.0,1,0.9976284
567,C116P77ThinF_IMG_20150930_171558_cell_106.png,126.2272,86.8288,105.184,0.16,1.0,1.0,1,0.9998859
568,C116P77ThinF_IMG_20150930_171558_cell_107.png,146.4608,102.48,120.0176,0.1552,2.0,2.0,1,0.66650414
569,C116P77ThinF_IMG_20150930_171558_cell_108.png,122.8784,79.7136,105.7104,0.2032,0.75,2.0,1,0.9886362
570,C116P77ThinF_IMG_20150930_171558_cell_109.png,129.2768,86.4624,102.2176,0.2016,1.0,1.0,1,0.7806391
571,C116P77ThinF_IMG_20150930_171558_cell_110.png,131.5024,84.5936,110.5696,0.1728,1.0,1.0,1,0.99357253
572,C116P77ThinF_IMG_20150930_171558_cell_111.png,127.8224,82.5056,103.1952,0.1936,1.3333333333333333,2.0,1,0.9998477
573,C116P77ThinF_IMG_20150930_171558_cell_112.png,110.0608,66.816,92.9616,0.1376,1.6666666666666667,2.0,1,0.9996199
574,C116P77ThinF_IMG_20150930_171558_cell_116.png,113.4016,76.8432,99.96,0.1456,2.0,2.0,1,0.7837455
575,C116P77ThinF_IMG_20150930_171558_cell_117.png,118.0672,75.2736,101.224,0.1616,0.0,0.0,1,0.97348714
576,C116P77ThinF_IMG_20150930_171558_cell_120.png,120.64,82.656,100.7264,0.1728,2.0,2.0,1,0.9890638
577,C116P77ThinF_IMG_20150930_171558_cell_121.png,118.0192,78.4208,96.6752,0.1664,1.0,2.0,1,0.9991163
578,C116P77ThinF_IMG_20150930_171558_cell_124.png,129.5872,81.5344,108.3456,0.1488,1.5,2.0,1,0.99424344
579,C116P77ThinF_IMG_20150930_171558_cell_125.png,136.76,87.4992,110.7968,0.1792,1.25,2.0,1,0.999992
580,C116P77ThinF_IMG_20150930_171558_cell_127.png,117.6208,69.168,99.3744,0.1584,1.0,1.0,1,0.95882344
581,C116P77ThinF_IMG_20150930_171558_cell_128.png,142.9024,96.3312,112.0528,0.168,2.0,2.0,1,0.9766196
582,C116P77ThinF_IMG_20150930_171558_cell_130.png,110.8016,77.4432,91.7648,0.16,2.0,2.0,1,0.9983297
583,C116P77ThinF_IMG_20150930_171558_cell_133.png,123.0224,82.8816,105.7936,0.1536,2.0,2.0,1,0.7906101
584,C116P77ThinF_IMG_20150930_171558_cell_134.png,131.3456,88.4976,107.9456,0.192,2.0,2.0,1,0.81630903
585,C116P77ThinF_IMG_20150930_171558_cell_136.png,126.1904,80.8944,103.2896,0.1744,1.0,1.0,1,0.97750336
586,C116P77ThinF_IMG_20150930_171558_cell_137.png,136.128,87.144,113.2768,0.168,1.0,2.0,1,1.0
587,C116P77ThinF_IMG_20150930_171558_cell_138.png,128.6336,88.408,106.8352,0.1472,1.3333333333333333,2.0,1,0.9878102
588,C116P77ThinF_IMG_20150930_171558_cell_140.png,121.8256,83.3488,102.6576,0.1632,0.8333333333333334,2.0,1,0.9998931
589,C116P77ThinF_IMG_20150930_171558_cell_142.png,117.5664,78.6688,98.7552,0.1488,2.0,2.0,1,0.9844057
590,C116P77ThinF_IMG_20150930_171558_cell_143.png,118.4512,81.7056,100.352,0.2016,2.0,2.0,1,0.9894383
591,C116P77ThinF_IMG_20150930_171558_cell_144.png,139.5808,94.3968,112.0736,0.1728,2.0,2.0,1,0.94935614
592,C116P77ThinF_IMG_20150930_171558_cell_145.png,132.8192,90.7136,108.792,0.2176,1.0,1.0,1,0.5477882
593,C116P77ThinF_IMG_20150930_171558_cell_147.png,120.1552,76.7072,97.3232,0.1328,2.0,2.0,1,0.91618556
594,C116P77ThinF_IMG_20150930_171558_cell_148.png,123.904,76.9312,107.2608,0.1872,1.0,2.0,1,0.9388432
595,C116P77ThinF_IMG_20150930_171558_cell_149.png,117.8128,82.1104,97.2336,0.1472,2.0,2.0,1,0.9999826
596,C116P77ThinF_IMG_20150930_171558_cell_151.png,136.1824,87.9184,111.2176,0.176,1.4,2.0,1,0.99935997
597,C116P77ThinF_IMG_20150930_171558_cell_89.png,127.768,89.8384,107.8112,0.1296,1.25,2.0,1,0.997995
598,C116P77ThinF_IMG_20150930_171558_cell_90.png,114.2096,75.9904,99.0576,0.1392,2.0,2.0,1,0.9542282
599,C116P77ThinF_IMG_20150930_171558_cell_94.png,124.6704,88.2208,106.2048,0.184,1.0,2.0,1,0.99675286
600,C116P77ThinF_IMG_20150930_171558_cell_98.png,152.6192,103.416,118.1232,0.2272,2.0,2.0,1,0.99990755
601,C116P77ThinF_IMG_20150930_171558_cell_99.png,126.5504,84.3792,101.144,0.128,2.0,2.0,1,0.993207
602,C116P77ThinF_IMG_20150930_171635_cell_100.png,131.2752,83.9936,108.6656,0.1952,2.0,2.0,1,0.5839029
603,C116P77ThinF_IMG_20150930_171635_cell_101.png,128.8448,81.688,107.7152,0.2032,1.0,2.0,1,0.65645015
604,C116P77ThinF_IMG_20150930_171635_cell_102.png,121.6096,88.008,102.2896,0.1488,1.25,2.0,1,0.71720564
605,C116P77ThinF_IMG_20150930_171635_cell_103.png,129.8976,82.3536,109.4272,0.16,1.375,2.0,1,0.99996805
606,C116P77ThinF_IMG_20150930_171635_cell_104.png,136.0816,86.7616,110.4288,0.1712,1.3333333333333333,2.0,1,0.99993545
607,C116P77ThinF_IMG_20150930_171635_cell_105.png,107.7872,64.9104,93.3712,0.1232,2.0,2.0,1,0.99999446
608,C116P77ThinF_IMG_20150930_171635_cell_107.png,121.0688,74.9136,101.6672,0.1312,1.0,1.0,1,0.97875315
609,C116P77ThinF_IMG_20150930_171635_cell_108.png,138.7904,87.3792,117.8032,0.1696,1.75,2.0,1,0.9886308
610,C116P77ThinF_IMG_20150930_171635_cell_109.png,117.368,76.8384,97.2928,0.1536,0.0,0.0,1,0.9934057
611,C116P77ThinF_IMG_20150930_171635_cell_110.png,134.24,89.4064,116.1248,0.1536,0.7142857142857143,2.0,1,0.9999885
612,C116P77ThinF_IMG_20150930_171635_cell_112.png,125.0208,81.8416,104.5168,0.1328,2.0,2.0,1,0.9882195
613,C116P77ThinF_IMG_20150930_171635_cell_113.png,127.336,83.6544,100.4384,0.1952,2.0,2.0,1,0.9988532
614,C116P77ThinF_IMG_20150930_171635_cell_114.png,125.8864,80.7904,103.4272,0.1968,2.0,2.0,1,0.83123255
615,C116P77ThinF_IMG_20150930_171635_cell_115.png,119.368,80.3536,99.84,0.1456,1.3333333333333333,2.0,1,0.99880236
616,C116P77ThinF_IMG_20150930_171635_cell_72.png,133.4768,87.0448,114.6224,0.1344,2.0,2.0,1,0.45175418
617,C116P77ThinF_IMG_20150930_171635_cell_73.png,128.2368,77.552,104.2656,0.1456,2.0,2.0,1,0.3410769
618,C116P77ThinF_IMG_20150930_171635_cell_74.png,125.92,74.1104,102.9408,0.1392,1.5,2.0,1,0.9437867
619,C116P77ThinF_IMG_20150930_171635_cell_75.png,146.712,98.6528,116.8544,0.2032,0.5,1.0,1,0.98266214
620,C116P77ThinF_IMG_20150930_171635_cell_76.png,134.392,88.2416,117.5808,0.1296,1.5,2.0,1,0.9988358
621,C116P77ThinF_IMG_20150930_171635_cell_79.png,123.1856,81.2448,108.0432,0.1408,2.0,2.0,1,0.9999226
622,C116P77ThinF_IMG_20150930_171635_cell_80.png,117.3632,77.936,103.36,0.1232,2.0,2.0,1,0.997473
623,C116P77ThinF_IMG_20150930_171635_cell_81.png,135.4496,92.6832,117.3536,0.1728,1.0,2.0,1,0.9998849
624,C116P77ThinF_IMG_20150930_171635_cell_82.png,123.6864,79.0304,106.9408,0.152,1.5,2.0,1,0.84771407
625,C116P77ThinF_IMG_20150930_171635_cell_83.png,137.664,88.7872,112.4288,0.216,1.125,2.0,1,0.99982786
626,C116P77ThinF_IMG_20150930_171635_cell_84.png,121.9888,75.6432,99.8576,0.1536,1.5,2.0,1,0.99992865
627,C116P77ThinF_IMG_20150930_171635_cell_85.png,130.248,87.504,103.464,0.2032,1.3333333333333333,2.0,1,0.9994725
628,C116P77ThinF_IMG_20150930_171635_cell_87.png,129.4128,77.832,107.3168,0.1712,1.5555555555555556,2.0,1,0.9642577
629,C116P77ThinF_IMG_20150930_171635_cell_88.png,131.3984,90.2384,108.8928,0.128,1.5,2.0,1,0.452335
630,C116P77ThinF_IMG_20150930_171635_cell_91.png,125.8896,82.7552,109.0448,0.1888,1.2,2.0,1,0.9064857
631,C116P77ThinF_IMG_20150930_171635_cell_92.png,117.9072,73.9552,103.4256,0.152,2.0,2.0,1,0.99411184
632,C116P77ThinF_IMG_20150930_171635_cell_93.png,134.6928,88.6592,113.2864,0.2112,1.6666666666666667,2.0,1,0.99387336
633,C116P77ThinF_IMG_20150930_171635_cell_94.png,125.5296,73.632,104.448,0.2032,2.0,2.0,1,0.9999949
634,C116P77ThinF_IMG_20150930_171635_cell_95.png,136.0576,86.6064,110.1024,0.184,2.0,2.0,1,0.9766462
635,C116P77ThinF_IMG_20150930_171635_cell_96.png,113.7056,67.7616,96.8912,0.1408,1.0,2.0,1,0.9999994
636,C116P77ThinF_IMG_20150930_171635_cell_98.png,103.376,65.264,87.4592,0.1856,2.0,2.0,1,0.9889473
637,C116P77ThinF_IMG_20150930_171739_cell_100.png,113.384,76.7296,103.6432,0.1408,1.5714285714285714,2.0,1,0.89709955
638,C116P77ThinF_IMG_20150930_171739_cell_101.png,132.4848,92.176,109.2992,0.1808,1.0,2.0,1,0.9993772
639,C116P77ThinF_IMG_20150930_171739_cell_102.png,117.0576,74.6016,94.4992,0.1264,2.0,2.0,1,0.9526352
640,C116P77ThinF_IMG_20150930_171739_cell_103.png,143.6848,94.24,118.6736,0.1936,1.5,2.0,1,0.9999298
641,C116P77ThinF_IMG_20150930_171739_cell_105.png,126.6896,86.4768,114.4128,0.1376,0.3333333333333333,1.0,1,0.72367096
642,C116P77ThinF_IMG_20150930_171739_cell_108.png,127.9376,80.4928,109.424,0.136,2.0,2.0,1,0.9452703
643,C116P77ThinF_IMG_20150930_171739_cell_110.png,112.448,81.3552,99.7856,0.136,2.0,2.0,1,0.97875404
644,C116P77ThinF_IMG_20150930_171739_cell_111.png,137.8528,91.9264,111.2288,0.2032,0.0,0.0,1,0.562733
645,C116P77ThinF_IMG_20150930_171739_cell_112.png,133.9264,81.0592,112.9232,0.1568,1.0,1.0,1,0.975272
646,C116P77ThinF_IMG_20150930_171739_cell_113.png,137.5792,94.4208,109.5776,0.2432,1.5,2.0,1,0.9980741
647,C116P77ThinF_IMG_20150930_171739_cell_114.png,129.0224,88.7776,106.1392,0.216,1.1428571428571428,2.0,1,0.9999963
648,C116P77ThinF_IMG_20150930_171739_cell_117.png,134.8272,87.3008,111.1088,0.1824,2.0,2.0,1,0.9809764
